chroma_stft,rms,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
0.34621423,0.013441791,2258.30020253516,2818.930577181898,3882.895611702128,0.0479970079787234,-387.3759,175.28488,-72.79256,-1.0810906,-37.42745,-19.779108,-13.364568,-28.405293,7.4361873,-14.98319,2.5729525,-8.34025,-3.4950056,-6.710098,-12.321688,-3.5626204,-5.867232,-0.57504684,-1.4632798,-8.172392,REAL
0.41506207,0.026359718,2555.0502008951494,2918.816189109129,4772.523271276596,0.0555601728723404,-355.1851,161.05904,-74.18294,11.662335,-26.25112,0.94590336,-8.947183,-28.128885,-3.3555434,-15.61238,1.0927746,-11.612092,-6.1902413,1.0440291,-10.842333,-8.169377,-10.892304,-1.1942935,-6.371358,-5.920306,REAL
0.32478008,0.032951523,2723.573131763212,3186.4738865475138,5258.976063829788,0.0498774102393617,-341.96527,153.37688,-55.500217,31.303719,-20.527382,28.208763,-10.315033,-22.993805,-11.049,-26.664867,7.7986736,-19.514921,1.3774961,-1.0568593,-14.325812,-0.23374036,-9.972921,1.0328577,-5.5671573,-2.5705304,REAL
0.4356892,0.021164276,2954.589604990017,3795.087609756252,5852.144281914893,0.0570821559175531,-404.9868,155.69142,-23.42064,15.343998,-26.401463,19.523802,0.049815945,-13.621206,-16.18347,-25.211012,1.4774938,-8.22469,5.7724123,-0.8825199,-8.964725,-4.8142576,1.9611197,-6.7280936,-9.986863,2.672009,REAL
0.38939825,0.027562179,3079.570482575874,3474.582840620425,6105.46875,0.0728006565824468,-350.6675,156.28865,-28.387245,49.738132,-37.11925,37.787193,-4.353461,-17.696257,-9.767071,-22.657549,6.999431,-27.276375,2.2297344,-10.518595,-3.1913898,-0.8651631,-2.6469152,-6.116363,-8.804701,4.1443496,REAL
0.3458129,0.043038897,2325.8102931213075,3048.85675259302,4238.946143617021,0.044662150930851,-351.6411,169.07455,-20.587967,27.626925,-25.846653,35.638885,4.9052076,-15.924546,-11.489402,-24.885162,-1.015487,-22.818287,-0.20873114,-2.5313337,-15.327909,1.365672,-4.204867,-0.42799073,-5.229876,0.98745686,REAL
0.42020783,0.030504452,2904.7465358562376,3271.244839125454,5523.76994680851,0.0820624168882978,-387.10095,157.012,-2.7011812,44.68408,-40.37806,4.111204,-11.718452,-15.625887,-5.9025517,-13.094063,1.468742,-15.177184,1.695264,-8.604727,-5.742864,1.4527968,-6.489816,-2.201038,-5.345689,-6.066211,REAL
0.43880856,0.025771126,2711.6263878128084,3552.1939989723974,6212.433510638298,0.0495137965425531,-350.2762,163.91856,-30.38961,49.655735,-21.42283,27.184422,-13.835595,-18.311985,-5.8943124,-19.145807,12.083278,-19.600134,-1.6861602,-0.6030376,0.45454818,-5.828449,-5.699172,-2.212094,-11.185904,-3.2391653,REAL
0.31442982,0.038039334,2752.680062092289,2774.108405216923,5370.678191489362,0.0644583194813829,-305.17792,161.90262,-80.10152,41.640686,-31.143913,1.1526551,-11.373017,-22.395245,3.2031913,-17.992825,3.9282727,-13.675315,-1.9817953,3.394105,-4.189121,1.3446587,-14.338134,-8.20818,-10.928804,-11.350538,REAL
0.3065963,0.06518066,2505.9382980267387,2632.997548645304,4620.927526595745,0.0577678274601063,-255.80037,169.36151,-68.336815,20.388136,-43.141563,0.21819212,-13.184104,-20.331728,-3.2634737,-22.556934,-0.6924874,-8.256717,6.6600885,3.3801003,-0.8572223,3.3926873,-13.706206,-9.270051,-10.338364,-4.443942,REAL
0.36484244,0.031417325,2364.2228579558287,2639.8069736764505,4456.366356382979,0.0528486535904255,-305.5699,173.48671,-75.57522,10.107206,-40.76632,-6.204654,-5.0700464,-25.591846,-3.3273098,-14.23367,2.635494,-8.221607,-4.2772493,0.73296916,-5.2805257,6.9023724,-6.246014,-3.7925029,-4.0602474,-8.707461,REAL
0.43692064,0.015328603,2710.3300363039284,2699.849752046049,4963.264627659574,0.0699177194148936,-348.91672,174.66017,-111.652115,9.398585,-42.36305,-12.596127,-0.032009,-39.14024,8.677086,-29.537878,8.600144,-16.22203,-0.47117668,0.17939714,-9.864345,7.237671,-13.274101,-0.64504516,-9.0268955,-8.273532,REAL
0.33936667,0.022758905,2754.1244623971656,2551.8060785939742,4956.283244680851,0.0711955618351063,-318.5845,173.0575,-117.95332,14.341761,-44.024082,-12.43924,-2.8470304,-29.408258,11.203832,-20.256681,13.785788,-7.750594,-3.0536466,-7.206782,-13.398193,-0.326155,-15.59144,-2.3970761,0.24317478,-3.6270714,REAL
0.36793026,0.025830768,2754.602210466336,2527.1888720438583,4965.009973404255,0.0718708444148936,-305.07013,176.02606,-120.64826,15.61856,-44.74003,-9.693061,-1.9989687,-31.572487,8.606149,-22.59632,12.9261875,-10.920644,-4.272572,-2.5708597,-11.986553,1.235782,-14.86057,-0.96061105,-0.20255841,-8.637269,REAL
0.35440788,0.028526897,2556.8162257143667,2418.9146598962907,4566.323138297872,0.0672529504654255,-309.40067,181.11037,-115.34737,11.283408,-44.4567,-14.546689,-1.4547166,-29.57951,8.280783,-20.320553,6.0259447,-8.401574,-7.029697,-6.7474723,-13.052088,-0.6285064,-10.272002,-1.8739212,3.2108905,-5.340092,REAL
0.39928338,0.03733442,2807.862313088591,2781.358849527878,5361.452792553191,0.0644790974069148,-300.1594,153.51846,-92.541695,15.801096,-38.47773,5.886595,-5.544224,-24.977425,-6.8809037,-19.004686,2.1039703,-17.137848,-3.9954512,-2.239342,-14.444949,-0.18465704,-10.430658,-3.4102945,-4.563102,-5.0752063,REAL
0.3740051,0.022824766,3168.78339034184,3292.449289114741,5911.23670212766,0.0791950631648936,-363.64178,131.3731,-62.04143,15.918442,-32.521088,1.3830011,-0.9017727,-15.770821,-2.1873677,-12.856147,-1.9865655,-11.334753,-1.0909742,-6.4110184,-10.765514,-0.14552347,-9.381003,-1.3836616,-2.5125277,-0.86039215,REAL
0.49834177,0.015353539,3164.7478760318304,3641.75644806873,5757.147606382979,0.0764315990691489,-418.76462,127.72037,-55.194893,-2.9790533,-28.363894,0.8548226,3.5092735,-16.954268,-14.002196,-14.56954,-5.044365,-12.032447,-7.4658628,-5.383024,-4.882336,-0.53170174,-2.4519072,-2.9076843,-3.7153542,-0.087242156,REAL
0.26918983,0.047154285,2154.449092237127,2794.04606637869,4167.386968085107,0.0350159990026595,-339.64008,154.88396,-47.313408,41.80854,-21.304571,-4.7073846,-17.05799,-15.650279,3.7193317,-10.832068,-5.9418135,-24.212433,-4.0559096,-8.080964,-18.576923,0.4683118,-0.2642082,-7.133652,-8.974402,0.66787785,REAL
0.30617568,0.021577992,2566.71402595686,3826.019920103617,5156.748670212766,0.0366470661569149,-424.67197,157.94475,-4.547211,19.721888,-35.78173,17.436823,-2.0657046,-11.239702,-10.050706,-18.693,-2.9214952,-21.361858,1.5803722,-5.76483,0.70783705,-2.5261664,-5.0810623,-5.0869827,-10.594839,-2.676573,REAL
0.32696122,0.021065854,2026.954345238306,3386.444659251734,3701.130319148936,0.0291306515957446,-434.25153,169.99872,7.123032,34.682102,-26.428217,5.0163345,-11.407323,-12.711213,-2.6903267,-10.765691,-2.770612,-29.867666,1.4689056,-13.585775,-9.607719,-5.4949265,2.4436326,-1.4630041,-8.070529,0.7008146,REAL
0.50115377,0.0043016486,4074.6839376071225,4522.297764736373,7996.176861702128,0.0936513048537234,-485.68497,123.97334,-33.20218,41.01751,-16.207941,6.981232,2.806967,-18.795197,4.642117,-25.977037,5.7825623,-23.80189,5.7418747,-2.3447278,-7.4874606,-3.8439717,-8.653639,2.4389455,-7.758243,0.6650301,REAL
0.37117285,0.03542918,3222.666499050479,4050.394849240357,7336.186835106383,0.0525681515957446,-385.14337,138.18141,-17.5511,41.57602,-30.458712,11.808142,-13.412045,-15.13343,-5.9033647,-16.010324,1.3241233,-22.221788,-3.585185,-5.5809197,-3.5948737,-0.19758125,-11.510258,-0.84777874,-4.723386,-3.6176517,REAL
0.3629909,0.025615642,2950.2372355084,3740.115445443869,5906.000664893617,0.0592742270611702,-394.63922,145.95355,-23.396889,32.541786,-26.412842,16.935167,-2.0221865,-8.873839,-9.4687,-18.84921,-5.474067,-22.085514,4.6019926,0.47387388,-3.7485094,-2.7284994,-5.465409,-6.205478,-6.1852665,2.055349,REAL
0.33450848,0.03915926,2905.190864329837,3575.576769431646,6637.300531914893,0.0470671958111702,-341.9872,139.15227,-31.302216,58.712055,-8.8759365,32.99387,-6.428497,-25.416117,-12.068779,-16.98275,4.5678535,-25.767803,-3.8616905,-2.592065,-12.481496,-0.018592099,-4.909679,-1.0755947,-8.576862,-5.071245,REAL
0.43023562,0.027183456,3553.6707177145395,3956.832444392825,8460.688164893618,0.0797560671542553,-354.92892,133.19579,-18.618788,54.299088,-25.589724,49.112293,-9.139122,-8.875721,-15.86311,-22.085415,-1.1783997,-24.56369,6.525742,-10.12821,-4.424723,-9.983483,-0.16138858,0.980729,-4.9956756,2.2233737,REAL
0.47214025,0.024917243,3898.879851386314,3341.2489709457395,7022.772606382979,0.1155720162898936,-357.05743,116.881454,-59.968304,71.70333,-28.184505,6.3724833,-3.2254255,-5.6574926,-6.3522663,-22.305586,3.2621589,-18.06777,5.186718,-14.1000395,-4.117522,0.16607065,-10.955138,4.375911,-7.7139406,-2.6091769,REAL
0.42770424,0.03480726,2919.122584816498,3373.387132655018,5763.380984042553,0.066873753324468,-332.20667,157.38013,-40.803967,38.829845,-38.780052,8.839405,-9.271225,-6.580647,-6.1048636,-15.734432,-0.66351736,-18.46568,4.235572,-4.447386,-0.06394369,-5.3680644,-5.613879,0.45791534,-7.955197,1.7276516,REAL
0.40604392,0.027131366,2854.897692340611,2879.426416431253,5364.69414893617,0.0799222905585106,-298.3858,169.20918,-85.45046,27.42283,-41.87795,5.3978167,-11.128231,-16.665907,1.814716,-17.68443,9.210301,-9.164868,3.0624077,-8.921162,-7.892747,-3.9146736,-8.671612,-0.57619786,-3.736726,1.24904,REAL
0.45091772,0.059835494,2283.6620017132987,2535.1040921111044,4299.285239361702,0.0531551279920212,-237.11195,192.97762,-82.991776,29.697187,-43.864704,-1.1741499,-13.045328,-19.611395,-1.5957999,-24.544847,8.168079,-4.8182917,-1.2018625,-3.5918515,-5.7005415,-0.09702031,-15.412794,-2.4382756,-4.8325353,-3.6068304,REAL
0.5216942,0.042260483,3094.663541267078,2750.108392681097,5665.890957446809,0.095448595412234,-240.68648,167.11252,-94.208435,40.150085,-43.21212,2.53696,-8.94998,-16.709408,-0.024562443,-21.525906,9.685216,-9.931111,-5.2175217,-9.631566,-7.7232633,0.97044706,-13.96205,2.519619,-2.6195874,-4.290846,REAL
0.3603208,0.027552955,2668.1488792299783,2532.667843125833,4915.392287234043,0.0678295378989361,-296.6363,178.89345,-115.82963,15.156402,-47.64919,-9.134824,-5.4625044,-32.69546,8.819594,-19.629597,10.195189,-11.904424,-4.1676087,-5.480102,-19.910583,-3.2878957,-12.341169,-2.9805272,-2.9657016,-8.097276,REAL
0.3938493,0.04349013,3046.369124006535,2643.7341187953302,5252.742686170212,0.0904203374335106,-281.8039,162.50424,-92.82336,27.614943,-47.779194,5.8330855,-11.770271,-19.861477,1.9808992,-19.142488,4.538597,-17.634813,3.3174822,-3.1337209,-15.218585,-2.5571718,-9.430403,0.5966742,-5.9432197,-2.7951355,REAL
0.5318269,0.0139489705,2722.3953467137308,2948.4724502209315,4962.267287234043,0.070047581449468,-379.78616,164.97072,-89.34642,6.159955,-32.4242,-3.5339277,1.5815777,-27.513578,4.839641,-20.885592,3.0977397,-16.504936,-4.413874,-4.11015,-13.122785,-3.971951,-9.468001,-3.7094307,-4.6915765,-3.961779,REAL
0.40925512,0.03383818,2587.9919380022984,3005.864273847337,4914.893617021276,0.0605936253324468,-340.4525,163.24692,-68.25551,12.9345045,-37.590725,18.575827,-0.8812709,-18.16113,-7.7195215,-17.858019,-0.42654294,-22.66771,1.636712,-3.0811784,-9.717272,-4.714819,-1.9869691,-3.4836211,-14.123348,0.15709749,REAL
0.31041583,0.042948283,2292.1295900434,2878.347935537586,4849.567819148936,0.0350887217420212,-325.62036,167.66124,-58.963463,34.398296,-30.394201,6.95349,-1.9550875,-19.136538,5.204927,-13.419201,-2.3116395,-26.275103,-7.2174344,4.456689,-19.017673,-7.3594413,-9.478698,-4.4963684,-4.259711,-4.8122215,REAL
0.4444067,0.015615835,3649.9563708917344,3305.319041096342,6452.543218085107,0.1010794132313829,-387.45718,129.21895,-60.883003,61.286625,-16.412872,17.630005,3.890644,-17.448427,0.96171117,-21.671925,0.9219675,-25.578499,3.9866781,-6.133591,-10.689564,-2.1040826,-8.911623,-2.580276,-6.06637,-2.9596612,REAL
0.48936787,0.0103539685,3247.6716719714755,3933.011655789865,6323.636968085107,0.0692164644281914,-431.36176,143.11691,-40.961624,29.647663,-8.792551,16.034777,-0.75101316,-18.626308,-2.2034793,-14.559756,3.6692939,-17.795334,-1.1871799,-2.4231236,-7.9427137,-6.4783015,-6.4076867,-4.2952843,-0.58157146,-3.7352242,REAL
0.45345628,0.0048017404,3511.825297084818,4625.334720408895,7035.48869680851,0.0650037400265957,-489.11383,138.63164,-29.094563,18.742952,-8.933273,3.3012855,1.1397656,-20.40758,-7.6869016,-18.554058,5.4107933,-14.637987,4.445819,-5.1985903,-4.4280453,-8.772352,-5.455092,0.7178859,-7.6708913,-1.4328675,REAL
0.3556747,0.021000605,2695.982741528732,3665.890078943611,4778.75664893617,0.0523551778590425,-423.09515,150.22969,-28.741066,6.584595,-20.593346,-3.4483776,-17.161001,-17.559032,0.76252156,-10.754889,-6.4091954,-8.246813,5.431946,0.31967458,-11.896632,-3.149136,-2.6775372,-1.4852859,-0.7688118,-3.9478278,REAL
0.37183046,0.027814541,2667.76103389992,2996.7661114611924,4549.617686170212,0.0645154587765957,-381.86533,145.5478,-30.529034,28.948164,-19.870886,4.794622,-4.1007147,-11.40361,-1.9276155,-15.150775,-3.1038888,-19.47137,-4.0130796,-1.9395875,-11.086005,-0.0787543,-6.3247175,-1.9634569,-8.221183,-7.1709437,REAL
0.3569484,0.028875463,2821.076166781565,3439.509961202895,5477.144281914893,0.0580171625664893,-371.38297,150.1309,-30.828606,34.921528,-23.12592,26.578392,-6.060046,-16.715054,-18.129269,-16.910875,1.6913097,-21.275629,5.5992427,-1.6334425,-4.0735807,-6.8198295,-3.2856004,0.7631367,-9.760635,-6.0848117,REAL
0.40049964,0.029884879,2715.401002223112,3368.495854745417,5491.10704787234,0.0542459690824468,-357.87048,155.03621,-31.162054,49.55369,-20.767574,33.69148,-6.5384393,-9.3341,-14.985642,-26.414007,9.403075,-21.994982,5.624113,-10.372814,-9.704451,-9.05997,-4.3791976,5.4750156,-4.9237747,-7.0087605,REAL
0.4201092,0.03760699,3861.010797734991,3012.549577244141,6730.302526595745,0.117182305518617,-326.31644,118.66986,-48.348484,69.69061,-29.758844,19.515516,-0.063105606,-13.358391,-5.967393,-20.224169,1.2340031,-24.968084,-2.5794244,-5.5507255,-7.287229,-0.54063416,-8.057341,6.526861,-4.3516345,-6.4342365,REAL
0.54577076,0.00231724,3884.1218929746783,4561.354055053497,7705.452127659574,0.0841817652925532,-486.71384,128.9938,-37.677372,27.832655,-17.762478,-2.8842173,-1.2535518,-17.476261,3.9330704,-21.278913,3.2328987,-20.16103,7.973933,-7.7438474,-7.989453,-3.809766,-7.650111,3.5056531,-10.76606,-1.8654964,REAL
0.37495565,0.037306055,3492.046640676509,3102.24776011338,6652.01130319149,0.0852726063829787,-336.59106,124.89772,-56.256176,78.59976,-19.63369,18.190077,-6.115102,-26.631554,-8.070071,-14.989419,4.304101,-27.06627,-3.2613213,-3.6514685,-12.325807,-2.611122,-8.45547,-0.6897285,-8.211067,-2.2940671,REAL
0.36855397,0.024117932,3000.8614859328736,3613.574835636192,5796.043882978724,0.0661828873005319,-385.3216,148.47443,-13.511532,51.737453,-34.278606,13.777654,-7.8509455,-9.446045,-10.747265,-13.437457,2.773284,-24.477251,8.940659,-3.840136,0.7912335,-9.284442,-7.097018,-2.655591,-8.329641,-1.424873,REAL
0.36846936,0.011221234,3889.784585365873,3282.474283301139,6620.096409574468,0.1100606715425532,-438.95667,105.726166,-68.4206,59.29726,-33.271896,-30.094944,-6.429311,-15.238253,5.136355,-26.63791,8.843214,-3.0787625,11.029391,-0.7233494,-5.2371926,2.380461,-13.406357,-3.5758216,-1.4252197,-7.638031,REAL
0.37548608,0.041070722,2825.387806666617,3612.440753071165,6067.071143617021,0.0482567320478723,-356.63968,142.80109,-24.402603,35.978275,-17.596539,15.220578,-7.595757,-17.283974,-8.100147,-13.694962,-1.9226433,-19.659466,-2.108029,-3.559843,-4.9806757,1.945123,-6.192773,-5.351606,-4.9887357,-3.1588995,REAL
0.3719438,0.03429739,2582.084627940356,3289.254799339953,5169.215425531915,0.0538719664228723,-355.79163,159.55417,-24.516113,51.60834,-23.662481,18.801344,-5.274406,-17.894543,-7.1533403,-14.88069,-0.42318702,-20.986801,5.964021,-6.765294,-14.615335,-3.8796036,-6.1109424,3.6441875,-6.0091143,-5.3681917,REAL
0.41922906,0.031515434,2727.234128156424,3541.0941532760125,5490.608377659574,0.050038439162234,-378.01712,149.49811,-40.21197,35.599014,-7.4678726,25.633673,-2.9437075,-18.089962,-5.9246645,-13.228652,1.6105675,-19.780518,-6.1622314,-1.4194713,-9.957287,-7.451526,-6.0361323,-3.049834,-4.836292,-5.5101914,REAL
0.43985978,0.018202776,2672.2805969908645,3369.9077018553985,5533.494015957447,0.0543031083776595,-383.22147,160.81526,-46.55859,32.462578,-16.988728,7.9105115,-9.762361,-22.278498,-0.8920426,-16.450958,2.2760103,-15.293939,-1.5181305,-2.5537767,-6.4121566,2.272238,-2.0798128,-8.1618395,-4.502875,-1.2954943,REAL
0.42304584,0.05430408,2075.339095020024,2045.013667080012,3559.757313829787,0.0517006732047872,-270.16757,200.71242,-122.1974,-3.3069835,-53.316135,-35.12034,-20.80897,-36.311443,4.7322145,-19.44251,3.9986951,-0.4452012,-6.3226137,-2.9311054,-14.13742,-0.3181396,-5.0623994,-6.456155,0.09543971,-8.584732,REAL
0.45108822,0.05120283,2065.163688628397,2103.8582733563026,3495.4288563829787,0.0490047373670212,-276.93546,193.26518,-119.63842,-6.8092527,-62.848473,-32.102493,-18.746372,-36.34572,5.1425815,-14.461809,6.3306313,-5.1494594,-4.9955916,3.18735,-9.677453,1.6152433,-5.304357,-3.468978,-2.982123,-10.908192,REAL
0.41282138,0.03890351,2310.225209219131,2403.8937231310706,4247.17420212766,0.0550926695478723,-287.17697,189.89107,-104.2524,11.17073,-54.280643,-17.209316,-11.7366905,-31.95884,7.325256,-17.027534,9.832735,-2.9532235,1.5431774,3.4835267,-11.292607,-3.4911287,-9.2242565,-3.071363,-2.6347802,-8.04442,REAL
0.315419,0.023562092,2478.490038515695,2599.5814790100485,4648.10505319149,0.0521370096409574,-329.38614,175.09236,-107.014496,4.904413,-53.25945,-20.794935,-11.211791,-39.792873,4.858035,-17.428518,13.716175,-4.2897873,2.898562,1.102387,-9.7452345,0.46067867,-10.852524,-2.3969464,-1.207247,-6.6807213,REAL
0.5229949,0.014703856,2967.879624374856,2787.8735920656186,5517.785904255319,0.0813975232712766,-342.93622,165.78137,-119.570694,10.536482,-49.10554,-8.902831,3.5695646,-36.129562,13.414565,-26.9433,14.010233,-17.77797,-3.724693,-3.4980676,-13.035203,5.564353,-14.5695505,2.0214388,-7.013058,-4.9505816,REAL
0.54284185,0.017418409,2980.8363300387296,2791.3684984537745,5576.130319148936,0.0823896692154255,-327.61404,166.50996,-119.43014,12.678129,-53.0596,-3.5417418,1.4273072,-33.5447,8.7313795,-30.263556,15.5924425,-21.074266,-0.2581109,-5.8613715,-11.198084,4.080454,-17.73043,3.277809,-10.8406725,-2.433696,REAL
0.5171396,0.017040977,2975.458513730376,2794.581815171097,5641.456117021276,0.0821818899601063,-326.59625,172.58736,-114.24778,20.546495,-49.144085,-3.336543,6.407932,-33.30382,10.460323,-31.052698,16.504023,-18.35976,0.71147585,0.20474859,-11.02637,6.027879,-16.579824,2.5171783,-9.811806,-5.4680448,REAL
0.42109674,0.055711813,2728.401535822122,2781.528782252597,5116.85505319149,0.0658192736037234,-275.82053,154.073,-72.097336,20.101957,-30.738462,7.1778293,-12.389573,-16.56652,-1.8395016,-19.193813,2.185377,-14.463971,3.3431513,-0.5428875,-10.469351,0.94188195,-7.0181203,0.8293935,-6.333198,-3.8459547,REAL
0.43259948,0.023451827,3644.9386007849857,3555.9420436800456,6585.9375,0.0966173537234042,-372.37854,110.97461,-46.64941,37.01347,-13.480325,18.05436,-5.2907944,-9.590586,-6.716567,-17.356407,-3.5943828,-15.932983,0.17072167,-7.0599794,-5.686502,0.25490886,-2.9098976,-0.28535965,-3.304098,-0.62527,REAL
0.35617703,0.03269476,2977.0027781264607,3327.8734110056234,6114.195478723404,0.0611909906914893,-343.11923,144.32541,-32.752293,65.86692,-24.865322,19.411036,-12.797002,-7.4636283,-6.242543,-21.05862,-4.67564,-26.815435,7.6930594,-8.053168,-5.0445437,-7.296012,-6.224196,3.8517387,-8.706792,-4.030582,REAL
0.52407867,0.007820314,4176.993263572108,4831.151877790168,8894.53125,0.0875270113031914,-476.71945,108.35731,-16.756922,28.339308,-7.0940495,9.448513,-7.298616,-11.151949,-8.3209505,-11.727652,0.2845726,-14.403691,-2.286544,-2.163653,-5.553389,-5.365954,-6.4172735,-0.5855956,-5.3463616,-5.5627027,REAL
0.37280902,0.043350864,2610.9337668213457,3396.2515362195827,5501.828457446809,0.0485164561170212,-342.18436,150.30087,-9.175246,49.950615,-23.336313,21.512123,-8.236128,-7.524605,-6.695366,-22.734837,-4.1490126,-19.529594,2.6732028,-4.7936735,-7.110743,-7.641869,-9.6690235,-1.1926736,-2.9312522,2.5021777,REAL
0.41357237,0.039963312,2460.6816579281403,3188.1948678730523,4457.862367021276,0.0580587184175531,-366.05423,163.92854,3.0433037,35.079075,-36.08021,9.887652,-10.7616205,-9.420837,-1.9726791,-10.942041,-4.672302,-25.694786,3.6708114,-1.1650499,-7.453269,-1.4643707,-3.7357986,-1.9784452,-8.969024,-1.6779727,REAL
